,symbol,initialMargin,maintMargin,unrealizedProfit,positionInitialMargin,openOrderInitialMargin,leverage,isolated,entryPrice,maxNotional,positionSide,positionAmt,notional,isolatedWallet,updateTime,bidNotional,askNotional,markPrice,indexPrice,estimatedSettlePrice,lastFundingRate,interestRate,nextFundingTime,time
45,ETCBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,19.722,19.72978331,19.70360961,7.796e-05,0.0001,1668787200000.0,1668765956002.0
46,TRBUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1605127172352.0,0.0,0.0,11.59,11.59738672,11.61550738,0.0001,0.0001,1668787200000.0,1668765956002.0
47,MANAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,500000.0,BOTH,0.0,0.0,0.0,1645717791699.0,0.0,0.0,0.4204,0.42037428,0.41911493,0.0001,0.0001,1668787200000.0,1668765956002.0
48,FLOWUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,1.218,1.2186367,1.21870273,-0.00017067,0.0001,1668787200000.0,1668765956002.0
49,CHRUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.11311541,0.11338218,0.0001,0.0001,1668787200000.0,1668765956002.0
50,AVAXBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,13.111,13.11199918,13.07359614,5.371e-05,0.0001,1668787200000.0,1668765956002.0
51,GALUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,1655184864615.0,0.0,0.0,1.4185,1.41862605,1.41770138,7.852e-05,0.0001,1668787200000.0,1668765956002.0
52,OGNUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1628725406937.0,0.0,0.0,0.10337437,0.1034697,0.10327308,0.0001,0.0001,1668787200000.0,1668765956002.0
53,SCUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.00234249,0.0023424,0.0,0.0001,0.0001,1668787200000.0,1668765956002.0
54,GALBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,1.41512631,1.41755234,1.41642283,-3.28e-05,0.0001,1668787200000.0,1668765956002.0
55,STMXUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.00506498,0.00508698,0.00509358,-0.00126279,0.0001,1668787200000.0,1668765956002.0
56,KNCUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1651976073430.0,0.0,0.0,0.6079,0.60792614,0.60716651,8.904e-05,0.0001,1668787200000.0,1668765956002.0
57,SRMUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,200000.0,BOTH,0.0,0.0,0.0,1631077885478.0,0.0,0.0,0.25228481,0.2522755,0.0,0.0001,0.0001,1668787200000.0,1668765956002.0
58,ENJUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,500000.0,BOTH,0.0,0.0,0.0,1651823916202.0,0.0,0.0,0.30997315,0.30995029,0.30952538,9.263e-05,0.0001,1668787200000.0,1668765956002.0
59,ATOMUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1649670653160.0,0.0,0.0,10.16,10.16730608,10.12691964,5.48e-06,0.0001,1668787200000.0,1668765956002.0
60,SOLBUSD,4765.25047652,1310.44375,-16836.3729765,4765.25047652,0.0,11.0,0.0,17.98808389605,100000.0,BOTH,3850.0,52417.75,0.0,1668167939548.0,0.0,0.0,13.615,13.63522757,13.56121599,-0.0005481,0.0001,1668787200000.0,1668765956002.0
61,ENSUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,13.10421576,13.10351723,13.0120606,0.0001,0.0001,1668787200000.0,1668765956002.0
62,FILBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,4.34765915,4.34812729,4.34528736,0.0001,0.0001,1668787200000.0,1668765956002.0
63,ATAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1653572778290.0,0.0,0.0,0.10230375,0.10233316,0.10250287,0.0001,0.0001,1668787200000.0,1668765956002.0
64,IOSTUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,1599715256230.0,0.0,0.0,0.00815,0.00815239,0.00815371,0.0001,0.0001,1668787200000.0,1668765956002.0
65,HBARUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1632166685201.0,0.0,0.0,0.04876,0.04877234,0.04868981,-1.795e-05,0.0001,1668787200000.0,1668765956002.0
66,ZECUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,150000.0,BOTH,0.0,0.0,0.0,1628352056547.0,0.0,0.0,39.28,39.28583516,39.25429526,0.0001,0.0001,1668787200000.0,1668765956002.0
67,GALAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1640859643191.0,0.0,0.0,0.02761,0.02762117,0.02762394,0.0001,0.0001,1668787200000.0,1668765956002.0
68,GTCUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,1.70551769,1.7053919,1.71248465,-7.96e-05,0.0001,1668787200000.0,1668765956002.0
69,ALGOUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1653731320419.0,0.0,0.0,0.27454724,0.27463678,0.27400289,0.0001,0.0001,1668787200000.0,1668765956002.0
70,LRCUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.2487,0.24874051,0.24807022,0.0001,0.0001,1668787200000.0,1668765956002.0
71,STGUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.4092767,0.4096672,0.40911148,-0.00067875,0.0001,1668787200000.0,1668765956002.0
72,ARPAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1638597860573.0,0.0,0.0,0.02683856,0.0268317,0.02688012,0.0001,0.0001,1668787200000.0,1668765956002.0
73,CELOUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.45200388,0.45331407,0.45354834,-0.00048769,0.0001,1668787200000.0,1668765956002.0
74,PHBBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.411,0.4118347,0.4105881,-0.00252427,0.0001,1668787200000.0,1668765956002.0
75,QNTUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,121.49015426,121.70532215,120.95764048,-0.00040517,0.0001,1668787200000.0,1668765956002.0
76,1INCHUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1646634627175.0,0.0,0.0,0.52605546,0.52602167,0.52506327,2.022e-05,0.0001,1668787200000.0,1668765956002.0
77,LINAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1628848467480.0,0.0,0.0,0.0061149,0.00610029,0.00611103,-0.00011895,0.0001,1668787200000.0,1668765956002.0
78,ARUSDT,4192.57383033,557.77212394,-160.16784793,4192.57383033,0.0,6.0,0.0,9.943223260429,100000.0,BOTH,-2513.8,-25155.44247892,0.0,1658233437295.0,0.0,0.0,10.00693869,10.00620059,9.98373102,0.0001,0.0001,1668787200000.0,1668765956002.0
79,FILUSDT,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1650429242317.0,0.0,0.0,4.34529781,4.34307759,4.3475341,0.0001,0.0001,1668787200000.0,1668765956002.0
80,SOLUSDT,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1000000.0,BOTH,0.0,0.0,0.0,1668179887106.0,0.0,0.0,13.624,13.63740612,13.57185365,-0.00048673,0.0001,1668787200000.0,1668765956002.0
81,BLZUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1632328932605.0,0.0,0.0,0.05797,0.05804838,0.05793126,0.0001,0.0001,1668787200000.0,1668765956002.0
82,GMTUSDT,1581.2,79.06,10384.6872,1581.2,0.0,5.0,0.0,0.9145343642788,500000.0,BOTH,-20000.0,-7906.0,0.0,1656683388408.0,0.0,0.0,0.3953,0.39559986,0.39532594,-1.818e-05,0.0001,1668787200000.0,1668765956002.0
83,APTBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,4.74674471,4.7524156,4.75196935,-0.0002243,0.0001,1668787200000.0,1668765956002.0
84,LDOBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,1.25567689,1.25810848,1.27046684,0.0001,0.0001,1668787200000.0,1668765956002.0
85,BANDUSDT,49.95738934,24.97869467,-3.15308551,49.95738934,0.0,20.0,0.0,1.993584275807,25000.0,BOTH,-499.6,-999.1477868,0.0,1668155551394.0,0.0,0.0,1.99989549,2.00389097,2.00014257,-0.00178577,0.0001,1668787200000.0,1668765956002.0
86,LDOUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,1.25710072,1.25946128,1.27158862,0.0001,0.0001,1668787200000.0,1668765956002.0
87,XRPBUSD,48.279896,3.110772,-3.76363948,6.221544,42.058352,20.0,0.0,0.3715124483498,100000.0,BOTH,-324.8,-124.43088,0.0,1668714544470.0,109.21168,841.16704,0.3831,0.38330897,0.38278064,-0.00012882,0.0001,1668787200000.0,1668765956002.0
88,XRPUSDT,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1645654577164.0,0.0,0.0,0.3835,0.38359494,0.38298314,1.057e-05,0.0001,1668787200000.0,1668765956002.0
89,FTTUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,200000.0,BOTH,0.0,0.0,0.0,1668357941863.0,0.0,0.0,1.5356897,1.53563306,0.0,0.0001,0.0001,1668787200000.0,1668765956002.0
90,CRVUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1615408439124.0,0.0,0.0,0.55656333,0.55762717,0.5547943,6.362e-05,0.0001,1668787200000.0,1668765956002.0
91,BELUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.40524705,0.40521716,0.40513337,0.0001,0.0001,1668787200000.0,1668765956002.0
92,DOTUSDT,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1631239148173.0,0.0,0.0,5.693,5.69695142,5.68874587,-2.168e-05,0.0001,1668787200000.0,1668765956002.0
93,GMTBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.39536187,0.39503583,7.796e-05,0.0001,1668787200000.0,1668765956002.0
94,ONEUSDT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5000000.0,BOTH,0.0,0.0,0.0,1658765623180.0,0.0,0.0,0.01406137,0.01406033,0.01405859,0.0001,0.0001,1668787200000.0,1668765956002.0
95,APTUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,4.7513,4.75527464,4.75482056,-8.489e-05,0.0001,1668787200000.0,1668765956002.0
96,ANKRUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.02114269,0.02115398,0.02111824,0.0001,0.0001,1668787200000.0,1668765956002.0
97,RAYUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1640172777632.0,0.0,0.0,0.19096567,0.19095863,0.0,0.0001,0.0001,1668787200000.0,1668765956002.0
98,API3USDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1654240556783.0,0.0,0.0,1.436,1.43706581,1.43622958,0.0001,0.0001,1668787200000.0,1668765956002.0
99,CVCUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1638597481134.0,0.0,0.0,0.09316529,0.09315874,0.0930823,7.064e-05,0.0001,1668787200000.0,1668765956002.0
100,FTMBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.1797234,0.17980834,0.17962285,0.0001,0.0001,1668787200000.0,1668765956002.0
101,LINKBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,6.235,6.23729385,6.21550708,7.627e-05,0.0001,1668787200000.0,1668765956002.0
102,SANDBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.5849,0.58519143,0.58422084,-6.31e-06,0.0001,1668787200000.0,1668765956002.0
103,HOTUSDT,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1000000.0,BOTH,0.0,0.0,0.0,1631030028836.0,0.0,0.0,0.001564,0.00156344,0.00156227,0.0001,0.0001,1668787200000.0,1668765956002.0
104,QTUMUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,2.07,2.07066762,2.06651076,0.0001,0.0001,1668787200000.0,1668765956002.0
105,IOTAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1646998142086.0,0.0,0.0,0.21946851,0.21964161,0.21945275,0.0001,0.0001,1668787200000.0,1668765956002.0
106,BTCBUSD,3747.15528473,14.98862113,-1214.15801526,3747.15528473,0.0,1.0,0.0,22148.72008929,1000000000.0,BOTH,0.224,3747.15528473,0.0,1658235170910.0,0.0,0.0,16728.37180684,16739.77961182,16729.93274738,-6.165e-05,0.0001,1668787200000.0,1668765956002.0
107,ADAUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2000000.0,BOTH,0.0,0.0,0.0,1653634013381.0,0.0,0.0,0.3281,0.32823653,0.32788098,0.0001,0.0001,1668787200000.0,1668765956002.0
108,LITUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1653734143127.0,0.0,0.0,0.709,0.70977439,0.71103991,6.016e-05,0.0001,1668787200000.0,1668765956002.0
109,UNIBUSD,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,6.009,6.00973178,5.99688277,5.305e-05,0.0001,1668787200000.0,1668765956002.0
110,YFIUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1645683711905.0,0.0,0.0,6191.0,6193.80205331,6181.22054069,0.0001,0.0001,1668787200000.0,1668765956002.0
111,FTTBUSD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1500000.0,BOTH,0.0,0.0,0.0,1668181845072.0,0.0,0.0,1.54035681,1.5403,0.0,0.0001,0.0001,1668787200000.0,1668765956002.0
112,ETHUSDT,454.56305354,102.27665125,6519.93142985,454.56305354,0.0,45.0,0.0,1603.284498067,250000.0,BOTH,-16.825,-20455.33025,0.0,1663099427646.0,0.0,0.0,1215.77,1216.2642643,1214.39577614,-7.193e-05,0.0001,1668787200000.0,1668765956002.0
113,ALPHAUSDT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5000000.0,BOTH,0.0,0.0,0.0,1656851548634.0,0.0,0.0,0.08819,0.08826086,0.08821503,0.0001,0.0001,1668787200000.0,1668765956002.0
114,WOOUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.12605819,0.12549217,0.0001,0.0001,1668787200000.0,1668765956002.0
115,SFPUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15000.0,BOTH,0.0,0.0,0.0,1619713607365.0,0.0,0.0,0.7675,0.76801888,0.76360177,-5.217e-05,0.0001,1668787200000.0,1668765956002.0
116,RLCUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1630323284313.0,0.0,0.0,0.8876,0.8877054,0.88693341,0.0001,0.0001,1668787200000.0,1668765956002.0
117,BTCSTUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,6.28145061,6.28121895,6.2704465,0.0001,0.0001,1668787200000.0,1668765956002.0
118,1000XECUSDT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3000000.0,BOTH,0.0,0.0,0.0,1658946894821.0,0.0,0.0,0.02865,0.02868678,0.02864258,0.0001,0.0001,1668787200000.0,1668765956002.0
119,AUDIOUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1634544852631.0,0.0,0.0,0.15097199,0.15101939,0.15078352,0.0001,0.0001,1668787200000.0,1668765956002.0
120,NEOUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1601480576353.0,0.0,0.0,6.68863901,6.68814567,6.68335211,0.0001,0.0001,1668787200000.0,1668765956002.0
121,UNFIUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1664755376400.0,0.0,0.0,4.3300071,4.33389553,4.31525007,8.963e-05,0.0001,1668787200000.0,1668765956002.0
122,SANDUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,500000.0,BOTH,0.0,0.0,0.0,1641438061828.0,0.0,0.0,0.5854,0.5855631,0.58466344,0.0001,0.0001,1668787200000.0,1668765956002.0
123,CTKUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1653575972940.0,0.0,0.0,0.75830626,0.75859957,0.75813318,0.0001,0.0001,1668787200000.0,1668765956002.0
124,LINKUSDT,233.8099781,19.75694235,-460.6687127,233.8099781,0.0,13.0,0.0,7.186527687096,250000.0,BOTH,487.05,3039.52959383,0.0,1668123433843.0,0.0,0.0,6.24069314,6.24502681,6.2216942,8.717e-05,0.0001,1668787200000.0,1668765956002.0
125,CELRUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1656082856706.0,0.0,0.0,0.01118221,0.01118596,0.01117464,0.0001,0.0001,1668787200000.0,1668765956002.0
126,RSRUSDT,883.554,195.8885,-5672.205,883.554,0.0,10.0,0.0,0.0069084593498,100000.0,BOTH,2100000.0,8835.54,0.0,1659108947360.0,0.0,0.0,0.0042074,0.00420709,0.00421793,0.0001,0.0001,1668787200000.0,1668765956002.0
127,ADABUSD,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1000000.0,BOTH,0.0,0.0,0.0,1647995207071.0,0.0,0.0,0.3278,0.32784932,0.32759849,7.278e-05,0.0001,1668787200000.0,1668765956002.0
128,RENUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5000.0,BOTH,0.0,0.0,0.0,1622058835181.0,0.0,0.0,0.07756625,0.07756053,0.07756668,0.0001,0.0001,1668787200000.0,1668765956002.0
129,LPTUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,7.4307036,7.43172355,7.42270247,-0.00013898,0.0001,1668787200000.0,1668765956002.0
130,JASMYUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.004006,0.00401072,0.00400544,0.0001,0.0001,1668787200000.0,1668765956002.0
131,EGLDUSDT,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100000.0,BOTH,0.0,0.0,0.0,1654255127941.0,0.0,0.0,43.65,43.65670825,43.63974856,0.0001,0.0001,1668787200000.0,1668765956002.0
132,LUNA2USDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,1.70762213,1.70951761,1.71366819,0.0001,0.0001,1668787200000.0,1668765956002.0
133,ONTUSDT,152.81817496,15.28181749,-472.8605575,152.81817496,0.0,10.0,0.0,0.2265185614507,100000.0,BOTH,8833.9,1528.18174967,0.0,1667052263466.0,0.0,0.0,0.17299061,0.17297785,0.17258384,0.0001,0.0001,1668787200000.0,1668765956002.0
134,VETUSDT,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250000.0,BOTH,0.0,0.0,0.0,1653635275578.0,0.0,0.0,0.01933122,0.01934836,0.01931708,0.0001,0.0001,1668787200000.0,1668765956002.0
135,IMXUSDT,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25000.0,BOTH,0.0,0.0,0.0,0.0,0.0,0.0,0.4102,0.41023664,0.41051292,0.0001,0.0001,1668787200000.0,1668765956002.0
